VehClass,VehSubClass.Fuel_Tech,Automation,Ref,Baseline,X,X,X,A_Low_Automation,A_Low,X,X,X,A2_Low_Automation,A_High,X,X,X,B_Low_Automation,B_Low,C_Low_Automation,C_Low,X,C2_Low_Automation,B_High,C_High
#,VehSubClass.Fuel_Tech,Automation,Ref,Baseline,,,,Scenatrio A,Scenatrio A,,,,Scenatrio A2,Scenatrio A2,,,,Scenario B & C,Scenario B & C,Scenario B & C,Scenario B & C,,Scenario B & C,Scenario B & C,Scenario B & C
#,,,,,,,,Low Automation,Low,,,,Low Automation,High,,,,Low Automation,Low,Low Automation,Low,,Low Automation,High,High
MDV_HDV,Class3Box-Diesel_Conventional,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_Conventional,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_Conventional,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_Conv48V,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_Conv48V,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_Conv48V,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Gas_Conventional,No,,0.13,,,,0.1,0.1,,,,0.07,0.07,,,,0.04,,0.04,,,,,
MDV_HDV,Class3Box-Gas_Conventional,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Gas_Conventional,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Gas_Conv48V,No,,,,,,0.03,0.03,,,,0.06,0.04,,,,0.05,0.05,0.05,0.05,,0.08,0.05,0.05
MDV_HDV,Class3Box-Gas_Conv48V,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Gas_Conv48V,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_HEV,No,,,,,,,,,,,,0.02,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_HEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_HEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-HEV,No,,,,,,,,,,,,,,,,0.04,0.08,0.04,0.08,,0.05,0.08,0.08
MDV_HDV,Class3Box-HEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-HEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_PHEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_PHEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Diesel_PHEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Gas_PHEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Gas_PHEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-Gas_PHEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-BEV_BEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-BEV_BEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Box-BEV_BEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_Conv,No,,0.02,,,,0.02,0.02,,,,0.02,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_Conv,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_Conv,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_Conv48V,No,,,,,,,,,,,,0.02,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_Conv48V,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_Conv48V,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_HEV,No,,,,,,,,,,,,,,,,0.02,,0.02,,,0.02,,
MDV_HDV,Class3Shuttle-Gas_HEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_HEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_PHEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_PHEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_PHEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_BEVShortRange,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_BEVShortRange,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_BEVShortRange,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_BEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_BEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class3Shuttle-Gas_BEV,Full,,,,,,,,,,,,,,,,,0.02,,0.02,,,0.02,0.02
MDV_HDV,Class4Delivery-Diesel_Conventional,No,,0.2,,,,0.15,0.1,,,,0.1,0.08,,,,0.08,0.06,0.08,0.06,,0.06,,
MDV_HDV,Class4Delivery-Diesel_Conventional,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Diesel_Conventional,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Diesel_Conv48V,No,,,,,,0.05,0.1,,,,0.1,0.08,,,,0.08,0.06,0.08,0.06,,0.06,0.04,0.04
MDV_HDV,Class4Delivery-Diesel_Conv48V,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Diesel_Conv48V,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_Conventional,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_Conventional,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_Conventional,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_Conv48V,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_Conv48V,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_Conv48V,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Diesel_HEV,No,,,,,,,,,,,,0.04,,,,0.04,0.04,0.04,0.04,,0.06,0.08,0.08
MDV_HDV,Class4Delivery-Diesel_HEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Diesel_HEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_HEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_HEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_HEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Diesel_PHEV,No,,,,,,,,,,,,,,,,,,,,,0.02,0.04,0.04
MDV_HDV,Class4Delivery-Diesel_PHEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Diesel_PHEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_PHEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_PHEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-Gas_PHEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-BEV_BEV,No,,,,,,,,,,,,,,,,,0.04,,0.04,,,,
MDV_HDV,Class4Delivery-BEV_BEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class4Delivery-BEV_BEV,Full,,,,,,,,,,,,,,,,,,,,,,0.04,0.04
MDV_HDV,Class6P&D-Diesel_Conventional,No,,0.2,,,,0.15,0.1,,,,0.1,0.08,,,,0.08,0.06,0.08,0.06,,0.06,0.04,0.04
MDV_HDV,Class6P&D-Diesel_Conventional,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-Diesel_Conventional,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-Diesel_Conv48V,No,,,,,,0.05,0.1,,,,0.1,0.08,,,,0.08,0.06,0.08,0.06,,0.06,0.06,0.06
MDV_HDV,Class6P&D-Diesel_Conv48V,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-Diesel_Conv48V,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-Diesel_HEV,No,,,,,,,,,,,,0.04,,,,0.04,0.06,0.04,0.06,,0.06,0.06,0.06
MDV_HDV,Class6P&D-Diesel_HEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-Diesel_HEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-Diesel_PHEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-Diesel_PHEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-Diesel_PHEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-BEV_BEV,No,,,,,,,,,,,,,,,,,0.02,,0.02,,,,
MDV_HDV,Class6P&D-BEV_BEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class6P&D-BEV_BEV,Full,,,,,,,,,,,,,,,,,,,,,0.02,0.04,0.04
MDV_HDV,TransitBus-Diesel_Conventional,No,,0.025,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-Diesel_Conventional,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-Diesel_Conventional,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-Diesel_HEV,No,,0.025,,,,0.05,0.05,,,,0.05,0.03,,,,0.03,0.02,0.03,0.02,,,,
MDV_HDV,TransitBus-Diesel_HEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-Diesel_HEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-Diesel_PHEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-Diesel_PHEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-Diesel_PHEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-BEV_BEVShortRange,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-BEV_BEVShortRange,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-BEV_BEVShortRange,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-BEV_BEV,No,,,,,,,,,,,,0.02,,,,0.02,0.03,0.02,0.03,,,,
MDV_HDV,TransitBus-BEV_BEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,TransitBus-BEV_BEV,Full,,,,,,,,,,,,,,,,,,,,,0.05,0.05,0.05
MDV_HDV,Class8_LineHaul-Diesel_Conventional,No,,0.4,,,,0.4,0.35,,,,0.4,0.3,,,,0.25,0.2,0.25,0.2,,0.1,,
MDV_HDV,Class8_LineHaul-Diesel_Conventional,Partial,,,,,,,0.05,,,,,0.1,,,,0.15,0.2,0.15,0.2,,0.3,0.4,0.4
MDV_HDV,Class8_LineHaul-Diesel_Conventional,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-Diesel_Conv48V,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-Diesel_Conv48V,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-Diesel_Conv48V,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-Diesel_HEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-Diesel_HEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-Diesel_HEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-Diesel_PHEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-Diesel_PHEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-Diesel_PHEV,Full,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-BEV_BEV,No,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-BEV_BEV,Partial,,,,,,,,,,,,,,,,,,,,,,,
MDV_HDV,Class8_LineHaul-BEV_BEV,Full,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,
#,TOTAL MD HD (should be equal to 1),All,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1
MDV_HDV,TOTAL-TOTAL,Partial,0,0,0,0,0,0,0.05,0,#NAME?,0,0,0.1,0,0,0,0.15,0.2,0.15,0.2,0,0.3,0.4,0.4
MDV_HDV,TOTAL-TOTAL,Full,0,0,0,0,0,0,0,0,#NAME?,0,0,0,0,0,0,0,0.02,0,0.02,0,0.07,0.15,0.15
#,Number of Vehicles per Year,,0,7,0,0,0,9,10,0,#NAME?,0,9,15,0,0,0,14,14,14,14,0,12,9,9
#,,,,,,,,,,,,,,,,,,,,,,,,,
#,By Powertrains,,POLK,SMART,AEO,HDStock,ParaChoice,Low automation,High Automation,AEO,HDStock,ParaChoice,Low automation,High Automation,AEO,HDStock,ParaChoice,Low automation,High Automation,Low automation,High Automation,ParaChoice,Low automation,High Automation,High Automation
MDV_HDV,SUBTOTAL-Gas_Conventional,All,0,0.15,0,0,0,0.12,0.12,0,#NAME?,0,0.09,0.07,0,0,0,0.04,0,0.04,0,0,0,0,0
MDV_HDV,SUBTOTAL-Gas_Conv48V,All,0,0,0,0,0,0.03,0.03,0,#NAME?,0,0.06,0.06,0,0,0,0.05,0.05,0.05,0.05,0,0.08,0.05,0.05
MDV_HDV,SUBTOTAL-Diesel_Conventional,All,0,0.825,0,0,0,0.7,0.6,0,#NAME?,0,0.6,0.56,0,0,0,0.56,0.52,0.56,0.52,0,0.52,0.44,0.44
MDV_HDV,SUBTOTAL-Diesel_Conv48V,All,0,0,0,0,0,0,0.2,0.2,0,#NAME?,0,0.16,0.18,0,0,0,0.12,0.12,0.12,0.12,0,0.1,0.1
MDV_HDV,SUBTOTAL-Diesel_HEV,All,0,0.025,0,0,0,0.05,0.05,0,0,0,0.05,0.13,0,0,0,0.17,0.2,0.17,0.2,0,0.19,0.22,0.22
MDV_HDV,SUBTOTAL-Diesel_PHEV,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.04
MDV_HDV,SUBTOTAL-BEV_BEV,All,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0.11,0.02,0.11,0,0.07,0.15,0.15
MDV_HDV,SUBTOTAL-TOTAL,All,0,1,0,0,0,0.9,1,0.2,#NAME?,#NAME?,0.8,1,0.18,0,0,0.84,1,0.96,1,0.12,0.88,1,1
#,,,,,,,,,,,,,,,,,,,,,,,,,
#,By Class,,POLK,SMART,AEO,HDStock,ParaChoice,Low automation,High Automation,AEO,HDStock,ParaChoice,Low automation,High Automation,AEO,HDStock,ParaChoice,Low automation,High Automation,Low automation,High Automation,ParaChoice,Low automation,High Automation,High Automation
MDV_HDV,Class3Box-SUBTOTAL,All,0,0.13,0,0,0,0.13,0.13,0,0,0,0.13,0.13,0,0,0,0.13,0.13,0.13,0.13,0,0.13,0.13,0.13
MDV_HDV,Class3Shuttle-SUBTOTAL,All,0,0.02,0,0,0,0.02,0.02,0,0,0,0.02,0.02,0,0,0,0.02,0.02,0.02,0.02,0,0.02,0.02,0.02
MDV_HDV,Class4Delivery-SUBTOTAL,All,0,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2
MDV_HDV,Class6P&D-SUBTOTAL,All,0,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2
MDV_HDV,TransitBus-SUBTOTAL,All,0,0.05,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0.05,0.05,0,0.05,0.05,0.05
MDV_HDV,Class8_LineHaul-SUBTOTAL,All,0,0.4,0,0,0,0.4,0.4,0,0,0,0.4,0.4,0,0,0,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4
MDV_HDV,TOTAL-SUBTOTAL,All,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1
# Source:,"""='[SMART FY19 Scenario - All Common Assumptions - 190821_v4(20190905)PLrev.xlsx]Vehicles_MD_HD_Reformatted'",,,,,,,,,,,,,,,,,,,,,,,,